Customer_ID,Age,Gender,Employment_Status,Account_Type,Tenure_Months,Number_of_Products,Avg_Balance,Monthly_Transactions,Online_Banking_Usage,Mobile_Banking_Usage,Number_of_Complaints,Complaint_Resolution_Rate,Churn,Total_Digital_Usage,Balance_per_Product
CUST2014,28,Female,Employed,Current,161,3,928128,17,6,8,0,0.84,0,14,309376.0
CUST2235,46,Female,Employed,Savings,143,1,139803,21,6,8,0,0.73,0,14,139803.0
CUST0680,25,Female,Employed,Savings,16,4,100245,20,5,10,1,0.91,1,15,25061.25
CUST1992,29,Male,Employed,Savings,51,3,96150,11,9,11,0,0.82,0,20,32050.0
CUST2606,42,Male,Employed,Savings,157,1,277642,18,8,9,0,0.61,1,17,277642.0
CUST2017,42,Female,Employed,Savings,157,1,33121,10,8,9,0,0.87,0,17,33121.0
CUST1708,40,Male,Unemployed,Current,93,2,96538,12,11,14,0,0.78,0,25,48269.0
CUST0686,25,Male,Unemployed,Current,86,2,215738,13,11,12,0,0.52,1,23,107869.0
CUST2320,45,Male,Employed,Savings,118,4,1295,17,9,7,0,0.71,0,16,323.75
CUST2203,39,Female,Employed,Current,163,1,284738,15,3,11,0,0.7,0,14,284738.0
CUST2972,52,Male,Employed,Savings,82,2,54310,21,3,12,0,0.91,1,15,27155.0
CUST0574,29,Male,Employed,Current,69,2,60638,12,3,11,0,0.92,0,14,30319.0
CUST2010,54,Male,Employed,Savings,87,1,187241,8,8,13,0,0.96,0,21,187241.0
CUST2293,36,Male,Self-employed,Current,144,1,8210,12,8,5,1,0.59,0,13,8210.0
CUST2733,56,Female,Employed,Current,54,1,423536,11,4,10,0,0.52,0,14,423536.0
CUST1404,26,Male,Employed,Savings,135,1,76280,18,11,11,0,0.54,0,22,76280.0
CUST2082,28,Female,Employed,Savings,89,1,237995,12,10,10,0,0.85,0,20,237995.0
CUST1962,36,Male,Employed,Savings,94,2,6683,14,10,8,0,0.56,0,18,3341.5
CUST1958,31,Male,Employed,Savings,22,2,476666,13,11,10,1,0.52,0,21,238333.0
CUST2235,30,Male,Employed,Savings,45,4,188075,18,8,16,0,0.66,1,24,47018.75
CUST1650,50,Female,Employed,Savings,73,2,2954,19,8,14,1,0.72,0,22,1477.0
CUST0352,26,Female,Employed,Savings,169,1,562964,13,10,6,0,0.62,1,16,562964.0
CUST0673,52,Female,Unemployed,Current,139,2,145748,16,10,13,0,0.66,0,23,72874.0
CUST2040,36,Male,Employed,Savings,175,1,78616,18,6,10,1,0.79,0,16,78616.0
CUST2331,34,Male,Self-employed,Savings,62,1,175647,17,7,12,0,0.92,0,19,175647.0
CUST0359,23,Female,Self-employed,Fixed Deposit,109,1,214569,13,11,6,0,0.68,0,17,214569.0
CUST0256,36,Female,Employed,Savings,21,2,344433,15,3,9,0,0.8,0,12,172216.5
CUST1445,27,Female,Employed,Savings,87,2,33639,20,8,11,0,0.53,1,19,16819.5
CUST2525,59,Male,Unemployed,Fixed Deposit,128,2,167382,14,10,7,0,0.98,0,17,83691.0
CUST1867,29,Male,Employed,Savings,65,1,871964,16,7,17,0,0.99,0,24,871964.0
CUST1189,38,Female,Employed,Current,86,2,52678,10,7,10,0,0.56,0,17,26339.0
CUST1333,36,Male,Employed,Savings,145,1,114336,19,7,10,0,0.53,1,17,114336.0
CUST0578,40,Female,Employed,Current,150,2,3910,10,10,8,0,0.98,0,18,1955.0
CUST2706,24,Female,Employed,Current,174,3,659181,12,6,10,0,0.64,0,16,219727.0
CUST2271,19,Female,Employed,Savings,90,2,15441,17,8,4,0,0.57,0,12,7720.5
CUST0534,46,Female,Employed,Savings,146,1,338212,21,8,12,0,0.75,0,20,338212.0
CUST2327,41,Female,Employed,Savings,173,1,120888,11,5,5,2,0.74,0,10,120888.0
CUST0489,52,Male,Self-employed,Current,66,3,212626,23,10,11,0,0.68,0,21,70875.33
CUST2689,41,Male,Employed,Current,127,3,33828,9,8,14,0,0.84,0,22,11276.0
CUST1871,44,Male,Employed,Savings,132,4,12242,17,5,8,0,0.63,1,13,3060.5
CUST2967,51,Male,Employed,Savings,128,2,77821,14,9,9,0,0.76,0,18,38910.5
CUST2616,43,Female,Employed,Savings,87,2,170919,10,6,23,0,0.99,1,29,85459.5
CUST2987,40,Male,Employed,Savings,41,1,126156,16,5,10,0,0.52,1,15,126156.0
CUST1321,26,Male,Employed,Savings,82,2,186850,10,11,4,0,0.73,0,15,93425.0
CUST2341,36,Male,Employed,Savings,71,1,389990,13,9,11,0,0.86,0,20,389990.0
CUST2587,41,Female,Employed,Savings,131,4,338326,18,6,8,0,0.97,0,14,84581.5
CUST2532,40,Male,Employed,Savings,173,2,122585,17,11,4,0,0.56,0,15,61292.5
CUST0578,24,Male,Self-employed,Savings,175,3,14109,9,10,4,1,0.55,0,14,4703.0
CUST0870,42,Female,Employed,Current,125,4,77677,12,9,14,0,0.81,0,23,19419.25
CUST1754,34,Female,Employed,Fixed Deposit,84,1,138442,17,7,10,0,0.72,1,17,138442.0
CUST0016,36,Female,Employed,Fixed Deposit,112,2,84434,9,6,8,0,0.81,0,14,42217.0
CUST0658,32,Male,Employed,Savings,176,2,175092,9,3,10,0,0.78,0,13,87546.0
CUST2374,46,Female,Employed,Savings,163,3,274136,14,8,17,0,0.68,1,25,91378.67
CUST0877,29,Female,Self-employed,Current,63,4,67047,15,13,11,0,0.71,0,24,16761.75
CUST1557,33,Male,Employed,Savings,178,3,192234,18,4,11,0,0.72,0,15,64078.0
CUST0748,52,Male,Employed,Current,156,4,70617,15,10,14,0,0.54,0,24,17654.25
CUST1648,38,Male,Self-employed,Current,150,2,197471,19,10,9,0,0.94,0,19,98735.5
CUST0340,35,Male,Employed,Savings,173,4,96580,22,5,12,0,0.58,0,17,24145.0
CUST0404,28,Female,Employed,Savings,29,3,699049,9,3,19,0,0.69,0,22,233016.33
CUST2025,23,Female,Self-employed,Savings,89,1,365461,16,10,3,0,0.7,0,13,365461.0
CUST0825,37,Female,Employed,Savings,20,1,79264,19,3,8,0,0.98,0,11,79264.0
CUST0242,37,Male,Employed,Savings,78,1,99789,25,9,7,0,0.89,0,16,99789.0
CUST0196,50,Male,Employed,Current,150,1,130515,15,5,9,0,0.7,0,14,130515.0
CUST2016,31,Female,Employed,Savings,96,1,790262,10,8,9,0,0.84,1,17,790262.0
CUST1041,38,Male,Self-employed,Fixed Deposit,165,1,54318,21,8,9,1,0.68,0,17,54318.0
CUST2901,34,Male,Self-employed,Savings,117,4,43193,11,11,7,0,0.91,0,18,10798.25
CUST0143,49,Female,Self-employed,Savings,163,1,361790,17,3,13,0,0.56,0,16,361790.0
CUST1444,30,Male,Employed,Savings,18,2,11545,12,6,9,0,0.54,1,15,5772.5
CUST2607,39,Male,Employed,Savings,158,1,115618,16,3,13,0,0.58,0,16,115618.0
CUST2925,49,Female,Employed,Savings,48,1,249920,18,11,7,0,0.95,0,18,249920.0
CUST0016,43,Male,Self-employed,Savings,110,1,56205,12,12,7,0,0.74,1,19,56205.0
CUST1010,43,Female,Employed,Savings,157,1,94232,10,6,12,0,0.58,0,18,94232.0
CUST1443,31,Female,Employed,Savings,149,1,195307,17,8,13,0,0.6,0,21,195307.0
CUST0521,40,Female,Employed,Current,86,1,132189,16,4,12,0,0.99,0,16,132189.0
CUST0343,24,Male,Unemployed,Savings,74,3,21064,20,6,11,0,0.91,1,17,7021.33
CUST1389,40,Male,Self-employed,Savings,105,3,210526,17,9,6,0,0.51,1,15,70175.33
CUST2820,39,Male,Employed,Savings,155,3,19657,20,11,11,0,0.52,0,22,6552.33
CUST2304,41,Male,Employed,Savings,162,4,33421,11,7,11,0,0.79,0,18,8355.25
CUST1223,44,Male,Unemployed,Savings,73,3,146807,15,11,6,0,0.56,0,17,48935.67
CUST1065,44,Male,Self-employed,Savings,79,1,96528,12,11,13,0,0.83,0,24,96528.0
CUST2404,47,Female,Self-employed,Current,119,2,158226,15,10,3,0,0.97,1,13,79113.0
CUST0014,29,Male,Self-employed,Current,147,1,37587,14,13,11,0,0.95,1,24,37587.0
CUST1840,30,Male,Self-employed,Savings,61,2,114525,12,7,8,0,0.76,0,15,57262.5
CUST1424,41,Female,Employed,Savings,158,1,111818,17,12,14,0,0.8,0,26,111818.0
CUST2662,44,Male,Unemployed,Current,114,1,126811,5,7,12,0,0.88,1,19,126811.0
CUST2996,24,Female,Unemployed,Savings,49,2,39173,9,7,5,0,0.56,0,12,19586.5
CUST2312,34,Male,Self-employed,Savings,14,1,76678,17,9,12,0,0.65,0,21,76678.0
CUST2112,22,Male,Employed,Current,118,4,48637,14,7,6,0,0.54,0,13,12159.25
CUST0414,34,Female,Employed,Savings,80,3,463966,14,3,14,1,0.88,0,17,154655.33
CUST0296,46,Female,Employed,Savings,62,1,17161,12,8,3,0,0.91,1,11,17161.0
CUST1798,35,Female,Employed,Fixed Deposit,149,1,21212,19,5,9,0,0.71,0,14,21212.0
CUST0621,24,Male,Unemployed,Current,171,4,65664,10,8,7,1,0.74,1,15,16416.0
CUST0740,19,Male,Self-employed,Savings,163,2,14999,15,17,16,0,0.62,0,33,7499.5
CUST1170,55,Male,Self-employed,Current,123,3,78299,17,12,12,0,0.73,0,24,26099.67
CUST1615,28,Male,Employed,Current,60,3,76147,13,10,8,1,0.93,0,18,25382.33
CUST0047,29,Male,Self-employed,Current,54,1,74702,14,9,10,0,0.87,0,19,74702.0
CUST1413,32,Male,Self-employed,Current,170,1,299410,15,11,9,0,0.96,0,20,299410.0
CUST0560,35,Male,Employed,Fixed Deposit,68,3,83832,12,3,5,0,0.86,1,8,27944.0
CUST2095,30,Female,Unemployed,Current,113,3,237901,18,8,8,0,0.99,0,16,79300.33
CUST1479,43,Female,Employed,Savings,37,1,161133,19,6,9,1,0.66,1,15,161133.0
CUST1107,48,Male,Self-employed,Savings,67,1,6015,10,15,10,0,0.63,0,25,6015.0
CUST1909,42,Female,Self-employed,Current,157,1,79461,23,9,14,0,0.87,0,23,79461.0
CUST0016,34,Female,Employed,Current,86,3,132632,21,8,9,0,0.53,1,17,44210.67
CUST0183,23,Male,Employed,Savings,175,2,259134,17,2,7,0,0.92,0,9,129567.0
CUST1583,20,Female,Employed,Fixed Deposit,65,1,44689,17,7,9,0,0.68,1,16,44689.0
CUST0969,25,Male,Self-employed,Savings,59,2,260514,10,4,10,0,0.73,1,14,130257.0
CUST2587,26,Female,Employed,Savings,76,1,175581,10,9,10,0,0.62,0,19,175581.0
CUST2250,53,Male,Employed,Savings,112,1,39342,20,10,14,0,0.95,0,24,39342.0
CUST2477,27,Female,Employed,Fixed Deposit,107,2,29210,20,5,10,0,0.68,1,15,14605.0
CUST1532,29,Male,Self-employed,Current,127,1,2063,17,6,9,0,0.68,0,15,2063.0
CUST1249,51,Female,Employed,Savings,104,2,94184,21,11,9,0,0.92,0,20,47092.0
CUST2294,24,Male,Employed,Savings,109,2,294949,20,12,11,1,0.89,1,23,147474.5
CUST0707,37,Male,Self-employed,Fixed Deposit,78,2,104421,14,8,14,0,0.78,1,22,52210.5
CUST0725,19,Female,Employed,Current,55,2,90430,18,8,11,0,0.65,0,19,45215.0
CUST0417,20,Male,Employed,Current,111,1,388192,13,10,14,0,0.95,0,24,388192.0
CUST1778,18,Male,Employed,Current,76,1,182423,10,7,6,0,0.5,1,13,182423.0
CUST0134,36,Female,Employed,Fixed Deposit,101,4,96906,11,7,11,0,0.8,0,18,24226.5
CUST0318,31,Male,Self-employed,Savings,77,2,87384,16,5,13,0,0.98,0,18,43692.0
CUST1133,37,Female,Employed,Savings,121,2,36163,17,9,8,0,0.99,0,17,18081.5
CUST2522,42,Female,Employed,Savings,58,4,442500,10,8,13,0,0.7,1,21,110625.0
CUST0628,30,Male,Employed,Savings,167,3,158269,14,9,9,0,0.91,1,18,52756.33
CUST0863,56,Male,Employed,Savings,155,2,88980,16,6,10,0,0.75,0,16,44490.0
CUST0728,50,Female,Employed,Fixed Deposit,162,2,68201,21,9,15,0,0.99,1,24,34100.5
CUST2325,29,Female,Employed,Fixed Deposit,53,3,12368,6,6,9,0,0.85,1,15,4122.67
CUST2098,29,Male,Employed,Savings,127,1,19676,10,6,13,0,0.9,1,19,19676.0
CUST0132,61,Female,Employed,Current,87,1,64324,18,11,7,0,0.6,1,18,64324.0
CUST1393,18,Male,Employed,Savings,110,4,197625,16,11,10,0,0.97,1,21,49406.25
CUST0134,38,Male,Unemployed,Savings,134,1,258046,13,11,11,0,0.67,0,22,258046.0
CUST0159,22,Male,Self-employed,Savings,26,1,361613,15,8,6,1,0.9,1,14,361613.0
CUST0220,25,Female,Employed,Savings,123,2,93806,15,10,8,0,0.69,1,18,46903.0
CUST0747,43,Male,Employed,Current,175,1,62941,8,8,7,0,0.52,0,15,62941.0
CUST2097,45,Female,Employed,Savings,106,3,57619,20,10,11,0,0.71,0,21,19206.33
CUST1233,32,Male,Employed,Savings,21,1,125938,10,9,10,0,0.53,0,19,125938.0
CUST0439,38,Female,Employed,Fixed Deposit,73,3,28448,17,4,13,0,0.55,0,17,9482.67
CUST0428,31,Male,Employed,Savings,99,1,8139,13,7,5,1,0.71,1,12,8139.0
CUST2960,26,Female,Employed,Savings,139,2,55080,19,5,11,0,0.58,0,16,27540.0
CUST2141,25,Male,Self-employed,Savings,158,2,436570,16,18,9,1,0.91,0,27,218285.0
CUST0592,38,Female,Employed,Current,23,2,61914,11,13,11,0,0.62,0,24,30957.0
CUST2417,40,Male,Employed,Current,113,1,21157,17,10,10,0,0.62,0,20,21157.0
CUST0277,40,Female,Unemployed,Fixed Deposit,111,1,45847,15,14,11,0,0.87,0,25,45847.0
CUST2184,54,Male,Employed,Fixed Deposit,161,2,407191,19,7,12,0,0.58,0,19,203595.5
CUST1388,30,Female,Employed,Savings,87,1,2072,11,11,4,0,0.75,0,15,2072.0
CUST2944,37,Male,Employed,Savings,48,1,30213,8,5,10,0,0.67,0,15,30213.0
CUST1625,29,Male,Employed,Savings,74,2,7308,18,9,6,0,0.93,0,15,3654.0
CUST1910,39,Female,Employed,Savings,48,1,108492,15,2,10,0,0.73,0,12,108492.0
CUST2057,35,Female,Employed,Savings,102,3,263841,14,6,11,0,0.59,1,17,87947.0
CUST1897,32,Female,Employed,Savings,136,1,50697,15,6,9,1,0.55,1,15,50697.0
CUST1645,54,Male,Employed,Savings,103,2,30773,12,5,19,0,0.83,0,24,15386.5
CUST2017,22,Male,Self-employed,Current,152,2,85764,11,7,14,1,0.87,0,21,42882.0
CUST0002,27,Female,Self-employed,Savings,102,3,83647,15,9,12,0,0.91,1,21,27882.33
CUST0216,25,Male,Employed,Current,77,1,30072,10,10,11,1,0.85,1,21,30072.0
CUST0157,56,Male,Employed,Savings,178,1,210647,12,4,13,0,0.85,1,17,210647.0
CUST2389,38,Male,Employed,Fixed Deposit,14,1,15092,16,7,10,0,0.86,0,17,15092.0
CUST2367,43,Female,Self-employed,Current,118,1,5112,23,8,13,0,0.71,0,21,5112.0
CUST2033,32,Female,Unemployed,Current,176,1,133268,12,6,16,0,0.56,0,22,133268.0
CUST2374,30,Female,Self-employed,Savings,17,2,50053,13,9,14,0,0.56,0,23,25026.5
CUST1774,39,Female,Employed,Savings,78,2,3780,11,10,9,1,0.96,1,19,1890.0
CUST1558,48,Male,Employed,Current,73,3,55229,9,11,7,0,0.53,0,18,18409.67
CUST0568,47,Male,Employed,Savings,34,2,120653,11,16,7,0,0.66,0,23,60326.5
CUST2852,30,Male,Employed,Current,52,2,217550,16,2,12,0,0.75,1,14,108775.0
CUST2230,29,Male,Employed,Savings,19,3,83778,14,4,10,0,0.82,0,14,27926.0
CUST0375,40,Male,Employed,Fixed Deposit,141,3,216976,15,16,7,0,0.8,0,23,72325.33
CUST2435,42,Male,Employed,Fixed Deposit,40,1,93292,18,5,10,0,0.74,1,15,93292.0
CUST0248,48,Male,Employed,Savings,137,2,431912,16,9,11,0,0.86,0,20,215956.0
CUST2541,41,Female,Employed,Current,133,4,45279,12,7,11,1,0.74,0,18,11319.75
CUST0731,38,Female,Self-employed,Savings,14,1,3884,21,11,8,0,0.57,0,19,3884.0
CUST2817,41,Female,Employed,Savings,100,2,94798,17,3,12,0,0.66,0,15,47399.0
CUST2525,39,Male,Employed,Current,167,2,73514,14,11,11,0,0.77,0,22,36757.0
CUST2274,26,Male,Employed,Savings,84,2,45037,21,9,10,0,0.52,0,19,22518.5
CUST0186,29,Female,Self-employed,Current,125,1,417937,12,4,6,0,0.72,0,10,417937.0
CUST0565,37,Female,Unemployed,Savings,25,1,101523,12,6,12,0,0.91,1,18,101523.0
CUST1194,23,Female,Self-employed,Current,74,1,78922,16,8,9,1,0.82,0,17,78922.0
CUST0786,40,Male,Employed,Savings,134,3,147525,18,8,10,0,0.89,0,18,49175.0
CUST2907,41,Female,Employed,Fixed Deposit,69,3,13921,12,10,12,0,0.69,0,22,4640.33
CUST1477,38,Female,Employed,Savings,143,4,250925,20,8,11,0,0.92,0,19,62731.25
CUST2917,41,Male,Employed,Savings,35,1,542443,15,12,6,0,0.69,1,18,542443.0
CUST0100,41,Female,Employed,Savings,55,1,80689,18,6,14,1,0.9,0,20,80689.0
CUST2725,23,Female,Employed,Savings,166,1,54831,18,13,7,0,0.97,1,20,54831.0
CUST0569,35,Female,Unemployed,Savings,62,2,11025,15,5,5,0,0.88,1,10,5512.5
CUST2187,42,Male,Self-employed,Savings,134,1,159191,16,7,5,0,0.91,0,12,159191.0
CUST2610,32,Female,Employed,Savings,56,4,144119,18,9,19,0,0.92,0,28,36029.75
CUST2866,42,Male,Employed,Savings,125,3,109451,10,7,11,1,0.67,0,18,36483.67
CUST0657,39,Male,Employed,Savings,93,1,278215,14,7,11,0,0.64,0,18,278215.0
CUST1274,19,Male,Self-employed,Savings,117,4,16279,18,5,11,1,0.8,0,16,4069.75
CUST1114,42,Female,Self-employed,Current,177,1,69094,19,9,8,0,0.59,1,17,69094.0
CUST2264,27,Male,Self-employed,Savings,62,1,26155,15,10,13,1,0.68,1,23,26155.0
CUST0681,35,Female,Employed,Savings,29,4,12407,15,7,14,0,0.96,0,21,3101.75
CUST1677,22,Male,Employed,Current,41,1,123477,5,7,4,0,0.83,0,11,123477.0
CUST1382,40,Male,Employed,Savings,58,1,74539,24,9,5,0,0.88,1,14,74539.0
CUST0915,38,Female,Employed,Savings,145,3,40247,17,8,9,0,0.81,1,17,13415.67
CUST1465,30,Female,Self-employed,Savings,53,1,552410,14,11,12,0,0.74,0,23,552410.0
CUST0832,25,Female,Employed,Savings,153,3,117075,15,5,6,1,0.93,0,11,39025.0
CUST1349,32,Male,Self-employed,Savings,53,1,55133,18,6,14,0,0.97,0,20,55133.0
CUST0478,39,Male,Employed,Savings,142,1,146768,15,9,13,0,0.71,0,22,146768.0
CUST0527,18,Male,Self-employed,Current,51,2,22116,14,9,13,0,0.66,1,22,11058.0
CUST1857,45,Female,Employed,Savings,160,4,227079,13,9,15,0,0.79,0,24,56769.75
CUST0008,38,Female,Employed,Fixed Deposit,20,3,79319,11,9,11,1,0.74,1,20,26439.67
CUST1837,33,Female,Employed,Savings,121,1,81736,12,9,10,0,0.65,0,19,81736.0
CUST1189,61,Female,Employed,Current,51,2,47468,8,16,11,0,0.57,1,27,23734.0
CUST1674,30,Female,Employed,Savings,121,1,55163,15,6,11,0,0.86,0,17,55163.0
CUST2883,18,Female,Employed,Savings,163,1,126884,10,11,15,0,0.86,0,26,126884.0
CUST0809,21,Female,Employed,Current,31,3,5770,14,6,7,0,0.54,1,13,1923.33
CUST1311,35,Male,Self-employed,Savings,23,2,48852,14,5,8,0,0.92,1,13,24426.0
CUST1088,36,Male,Employed,Savings,127,2,34217,21,9,6,1,0.86,0,15,17108.5
CUST0573,25,Male,Employed,Current,54,3,19340,8,7,9,0,0.8,1,16,6446.67
CUST1715,41,Female,Self-employed,Current,58,4,4992,16,6,16,0,0.73,0,22,1248.0
CUST0259,29,Female,Self-employed,Current,62,2,61444,18,5,15,0,0.64,0,20,30722.0
CUST0937,34,Female,Employed,Fixed Deposit,165,1,358023,13,8,18,1,0.98,0,26,358023.0
CUST2587,41,Male,Employed,Savings,129,1,24287,16,10,15,0,0.88,0,25,24287.0
CUST1064,29,Male,Employed,Savings,105,1,208905,18,7,11,0,0.59,0,18,208905.0
CUST1220,52,Male,Employed,Savings,113,1,500,21,6,9,0,0.66,1,15,500.0
CUST2328,30,Female,Self-employed,Current,58,4,522844,14,7,11,0,0.82,0,18,130711.0
CUST2745,54,Male,Employed,Savings,13,3,71949,15,10,5,0,0.92,0,15,23983.0
CUST2922,36,Male,Self-employed,Current,159,1,149754,14,7,12,0,0.85,1,19,149754.0
CUST2635,39,Male,Unemployed,Current,40,1,263565,15,5,12,0,0.64,0,17,263565.0
CUST2291,43,Male,Self-employed,Savings,141,2,172621,11,12,9,0,0.87,0,21,86310.5
CUST0258,36,Female,Self-employed,Savings,129,3,16112,17,7,8,0,0.78,1,15,5370.67
CUST2719,32,Male,Self-employed,Savings,124,3,18590,15,9,12,0,0.87,0,21,6196.67
CUST2377,47,Male,Self-employed,Savings,135,2,330607,15,10,15,1,0.99,0,25,165303.5
CUST1304,22,Male,Employed,Savings,45,1,21598,12,5,9,0,0.7,0,14,21598.0
CUST2177,52,Male,Unemployed,Current,150,2,192523,19,8,10,0,0.59,0,18,96261.5
CUST1129,48,Female,Employed,Current,20,1,211393,16,5,9,0,0.98,0,14,211393.0
CUST1844,47,Male,Self-employed,Current,168,1,110593,13,11,9,0,0.64,0,20,110593.0
CUST0858,66,Male,Unemployed,Current,101,4,71135,15,6,8,0,0.77,0,14,17783.75
CUST0752,28,Female,Self-employed,Savings,149,2,58574,18,9,10,0,0.63,0,19,29287.0
CUST2752,51,Female,Employed,Savings,156,4,68080,18,5,11,0,0.79,1,16,17020.0
CUST0924,37,Male,Employed,Savings,113,1,57510,19,9,7,1,0.72,0,16,57510.0
CUST2729,26,Male,Employed,Savings,103,4,366186,12,6,8,0,0.98,0,14,91546.5
CUST0056,29,Male,Self-employed,Fixed Deposit,115,2,27253,12,6,14,1,0.77,0,20,13626.5
CUST0534,18,Female,Employed,Savings,101,2,52486,12,4,9,0,0.55,0,13,26243.0
CUST0259,46,Male,Employed,Current,30,3,431752,15,7,10,0,0.8,1,17,143917.33
CUST2743,46,Female,Employed,Current,99,1,5640,21,12,10,0,0.99,0,22,5640.0
CUST2929,55,Male,Employed,Savings,133,3,484340,21,6,5,0,0.8,0,11,161446.67
CUST0399,34,Female,Self-employed,Current,117,3,69257,11,5,9,0,0.51,0,14,23085.67
CUST2407,43,Male,Self-employed,Current,103,1,63576,18,13,6,0,0.94,0,19,63576.0
CUST1501,35,Male,Employed,Savings,53,3,14973,16,8,8,0,0.51,0,16,4991.0
CUST1762,32,Male,Employed,Current,178,1,33087,18,10,11,0,0.9,0,21,33087.0
CUST1235,30,Male,Employed,Current,112,2,76727,10,8,9,0,0.77,0,17,38363.5
CUST1689,23,Male,Unemployed,Savings,28,3,102240,14,7,6,0,0.56,0,13,34080.0
CUST0931,39,Male,Self-employed,Savings,29,1,229519,15,7,9,0,0.81,0,16,229519.0
CUST0659,40,Female,Self-employed,Current,165,1,187842,25,9,13,0,0.64,0,22,187842.0
CUST2742,34,Male,Employed,Fixed Deposit,124,2,96417,10,11,10,0,0.71,0,21,48208.5
CUST0794,39,Male,Employed,Savings,84,2,5334,15,3,15,0,0.79,0,18,2667.0
CUST1891,24,Female,Employed,Current,43,1,345493,15,8,10,0,0.54,1,18,345493.0
CUST1570,36,Male,Employed,Fixed Deposit,173,4,185591,17,10,7,0,0.91,0,17,46397.75
CUST0572,18,Female,Employed,Current,13,2,144315,22,8,12,0,0.95,1,20,72157.5
CUST1677,22,Male,Employed,Savings,142,1,407718,15,5,7,0,0.88,0,12,407718.0
CUST0788,44,Male,Unemployed,Savings,34,1,58648,13,9,9,0,0.78,0,18,58648.0
CUST1060,48,Female,Employed,Current,133,2,4438,17,8,9,0,0.58,0,17,2219.0
CUST0046,31,Male,Employed,Current,99,2,146238,18,6,11,0,0.67,0,17,73119.0
CUST2866,31,Female,Employed,Savings,173,1,246356,14,11,10,0,0.68,0,21,246356.0
CUST0012,30,Male,Self-employed,Savings,160,3,91559,21,7,8,0,0.8,1,15,30519.67
CUST1427,52,Male,Employed,Savings,142,2,22025,15,10,11,0,0.85,0,21,11012.5
CUST0409,25,Male,Employed,Savings,165,3,3925,20,9,7,0,0.84,0,16,1308.33
CUST2027,55,Female,Self-employed,Current,163,3,82568,19,5,5,1,0.54,0,10,27522.67
CUST1192,32,Male,Employed,Savings,75,1,10967,12,10,7,0,0.82,0,17,10967.0
CUST2543,19,Female,Employed,Current,32,4,79059,10,2,11,0,0.53,0,13,19764.75
CUST0978,39,Female,Employed,Fixed Deposit,176,1,148207,15,12,17,0,0.87,0,29,148207.0
CUST1506,47,Female,Self-employed,Savings,115,1,109963,14,8,5,1,0.76,0,13,109963.0
CUST1201,42,Female,Employed,Savings,56,1,144171,22,13,7,0,0.99,0,20,144171.0
CUST1132,43,Female,Self-employed,Savings,127,3,107872,15,8,10,0,0.55,0,18,35957.33
CUST0693,26,Male,Employed,Current,132,4,184894,12,8,13,0,0.65,0,21,46223.5
CUST2496,25,Male,Employed,Savings,105,1,168489,15,10,6,0,0.89,0,16,168489.0
CUST0153,48,Male,Self-employed,Savings,164,2,71673,16,7,10,1,0.52,0,17,35836.5
CUST1259,37,Female,Self-employed,Savings,129,4,135781,15,8,8,0,0.6,0,16,33945.25
CUST2814,23,Male,Unemployed,Current,98,3,4023,15,11,11,0,0.8,0,22,1341.0
CUST0157,46,Male,Unemployed,Current,143,1,41492,14,7,6,2,0.81,0,13,41492.0
CUST2365,19,Female,Employed,Savings,143,3,35154,22,6,7,0,0.97,0,13,11718.0
CUST0031,43,Female,Self-employed,Current,16,1,9518,14,6,6,0,0.86,0,12,9518.0
CUST0052,18,Male,Self-employed,Current,106,2,119147,17,6,7,0,0.58,0,13,59573.5
CUST0637,20,Female,Employed,Savings,140,1,145316,12,10,8,0,0.71,0,18,145316.0
CUST2576,36,Female,Unemployed,Current,136,2,106024,14,12,10,0,0.75,0,22,53012.0
CUST2738,32,Female,Employed,Savings,70,1,127175,16,14,8,0,0.79,1,22,127175.0
CUST2755,20,Male,Employed,Savings,134,3,407257,22,5,7,0,0.6,0,12,135752.33
CUST1237,41,Female,Employed,Savings,97,2,50282,24,6,11,0,0.79,1,17,25141.0
CUST2938,54,Female,Unemployed,Fixed Deposit,46,1,81915,10,6,8,0,0.99,0,14,81915.0
CUST0074,18,Female,Employed,Savings,143,3,5817,14,11,8,0,0.81,0,19,1939.0
CUST1901,29,Female,Unemployed,Current,174,1,281685,21,4,14,1,0.51,0,18,281685.0
CUST2012,27,Male,Employed,Current,102,1,81754,13,6,15,0,0.9,0,21,81754.0
CUST1683,45,Female,Self-employed,Savings,13,2,86610,10,14,18,0,0.98,0,32,43305.0
CUST0340,30,Female,Self-employed,Savings,90,1,77243,17,6,9,0,0.5,1,15,77243.0
CUST1614,30,Female,Self-employed,Savings,137,2,530364,21,15,10,0,0.73,0,25,265182.0
CUST1036,21,Female,Employed,Current,66,3,154569,21,10,8,0,0.92,0,18,51523.0
CUST2312,30,Male,Employed,Savings,71,1,26399,10,4,3,0,0.53,1,7,26399.0
CUST1955,26,Male,Self-employed,Savings,16,2,694935,16,9,5,1,0.52,1,14,347467.5
CUST0975,28,Female,Employed,Savings,37,4,60347,14,11,13,2,0.74,1,24,15086.75
CUST0258,31,Female,Self-employed,Current,82,2,101883,9,14,11,2,0.71,0,25,50941.5
CUST1144,27,Male,Employed,Savings,70,1,485965,23,4,12,0,0.5,0,16,485965.0
CUST1855,23,Female,Employed,Savings,67,2,2717,9,4,5,0,0.7,1,9,1358.5
