Age,Gender,Employment_Status,Account_Type,Tenure_Months,Number_of_Products,Avg_Balance,Monthly_Transactions,Online_Banking_Usage,Mobile_Banking_Usage,Number_of_Complaints,Complaint_Resolution_Rate,Total_Digital_Usage,Balance_per_Product
22,Male,Self-employed,Savings,132,1,466062,19,8,11,0,0.82,19,466062.0
22,Male,Self-employed,Savings,87,3,26240,14,13,12,1,0.87,25,8746.67
35,Female,Employed,Savings,124,3,62673,18,4,10,0,0.63,14,20891.0
30,Female,Unemployed,Current,145,4,177048,16,8,8,0,0.98,16,44262.0
38,Female,Self-employed,Savings,77,3,136069,19,8,11,0,0.71,19,45356.33
32,Female,Employed,Savings,75,3,219288,11,4,8,0,0.55,12,73096.0
44,Female,Employed,Savings,178,1,69496,11,9,9,0,0.61,18,69496.0
51,Female,Employed,Savings,71,2,7648,16,13,10,0,0.86,23,3824.0
36,Female,Employed,Savings,107,2,371222,19,9,6,0,0.72,15,185611.0
37,Female,Self-employed,Fixed Deposit,155,1,655515,9,9,13,0,0.65,22,655515.0
41,Male,Employed,Savings,140,2,8387,17,6,11,0,0.95,17,4193.5
30,Male,Employed,Savings,175,2,122734,10,5,11,0,0.63,16,61367.0
36,Female,Employed,Current,75,2,137992,17,6,11,0,0.51,17,68996.0
28,Female,Self-employed,Savings,143,3,392955,15,7,11,0,0.87,18,130985.0
31,Male,Employed,Current,56,1,364783,15,14,17,0,0.56,31,364783.0
35,Male,Self-employed,Savings,87,1,85616,11,6,6,0,0.65,12,85616.0
22,Male,Employed,Savings,40,3,696184,12,6,10,0,0.69,16,232061.33
35,Female,Employed,Current,150,2,143174,12,10,16,0,0.54,26,71587.0
39,Male,Employed,Savings,130,1,50143,25,12,11,0,0.72,23,50143.0
51,Male,Employed,Savings,73,2,204584,12,5,13,0,0.85,18,102292.0
18,Female,Employed,Savings,22,3,83032,20,9,12,0,0.89,21,27677.33
43,Male,Self-employed,Current,151,1,6435,14,4,10,0,0.79,14,6435.0
26,Female,Employed,Fixed Deposit,62,1,94700,12,9,11,0,0.69,20,94700.0
49,Male,Unemployed,Current,71,4,103828,20,8,10,0,0.52,18,25957.0
49,Male,Employed,Current,82,1,83301,12,5,8,0,0.77,13,83301.0
42,Male,Employed,Savings,101,2,14302,19,4,12,0,0.91,16,7151.0
18,Male,Self-employed,Savings,102,4,168177,15,7,9,1,0.92,16,42044.25
27,Male,Employed,Savings,123,1,118065,18,11,11,0,0.71,22,118065.0
43,Male,Self-employed,Current,103,1,63576,18,13,6,0,0.94,19,63576.0
21,Male,Self-employed,Current,100,3,20652,24,10,9,1,0.5,19,6884.0
34,Female,Self-employed,Savings,157,4,469796,16,9,11,0,0.96,20,117449.0
39,Male,Employed,Savings,64,2,297368,16,12,4,0,0.52,16,148684.0
30,Female,Employed,Current,164,1,289489,17,10,13,0,0.67,23,289489.0
19,Male,Employed,Savings,13,2,384301,16,8,11,0,0.72,19,192150.5
45,Female,Employed,Fixed Deposit,116,3,428429,15,8,10,0,0.78,18,142809.67
42,Male,Employed,Fixed Deposit,90,3,9347,11,9,6,0,0.57,15,3115.67
30,Female,Employed,Savings,55,2,122205,18,9,8,0,0.84,17,61102.5
39,Female,Unemployed,Current,153,1,120218,11,5,13,0,0.53,18,120218.0
18,Male,Self-employed,Savings,163,1,175601,12,7,10,1,0.75,17,175601.0
64,Male,Employed,Current,137,2,41321,17,9,8,0,0.94,17,20660.5
43,Female,Employed,Savings,149,3,93069,9,3,7,1,0.76,10,31023.0
34,Female,Self-employed,Savings,140,1,127132,10,7,4,0,0.71,11,127132.0
39,Male,Employed,Savings,172,3,500,11,3,17,0,0.57,20,166.67
29,Male,Employed,Fixed Deposit,137,1,47302,17,6,12,0,0.56,18,47302.0
26,Male,Employed,Savings,21,3,23011,11,4,11,1,0.65,15,7670.33
32,Male,Employed,Current,178,1,33087,18,10,11,0,0.9,21,33087.0
47,Male,Unemployed,Savings,169,3,165903,16,8,17,0,0.71,25,55301.0
28,Male,Unemployed,Savings,117,1,419635,12,11,11,1,0.88,22,419635.0
28,Male,Employed,Savings,119,1,17085,13,12,15,0,0.86,27,17085.0
34,Male,Self-employed,Savings,63,2,57199,15,6,10,0,0.53,16,28599.5
33,Male,Employed,Savings,144,1,170747,22,8,10,0,0.92,18,170747.0
38,Male,Self-employed,Savings,35,2,192004,16,7,11,0,0.72,18,96002.0
24,Female,Self-employed,Fixed Deposit,142,2,314683,15,3,8,0,0.75,11,157341.5
44,Male,Unemployed,Fixed Deposit,70,1,14521,22,6,8,0,0.65,14,14521.0
48,Male,Self-employed,Savings,46,3,228719,22,7,15,0,0.8,22,76239.67
18,Female,Unemployed,Current,133,1,83589,21,7,14,0,0.91,21,83589.0
40,Female,Self-employed,Current,119,2,313717,20,6,6,0,0.68,12,156858.5
27,Male,Employed,Current,145,2,35682,17,5,13,1,0.54,18,17841.0
53,Female,Employed,Savings,19,1,523580,13,6,13,0,0.51,19,523580.0
59,Female,Employed,Current,38,1,146207,12,7,5,0,0.8,12,146207.0
22,Male,Self-employed,Current,162,2,97971,13,6,7,0,0.78,13,48985.5
27,Male,Employed,Fixed Deposit,13,3,303243,7,8,12,0,0.74,20,101081.0
48,Male,Self-employed,Current,162,2,12532,18,7,13,0,0.71,20,6266.0
44,Female,Employed,Current,23,1,22670,15,9,11,2,0.58,20,22670.0
27,Male,Employed,Fixed Deposit,18,3,473301,14,4,7,0,0.57,11,157767.0
40,Male,Unemployed,Savings,20,4,75608,11,4,6,0,0.67,10,18902.0
20,Female,Employed,Savings,92,2,208062,19,4,6,0,0.72,10,104031.0
37,Female,Self-employed,Fixed Deposit,69,2,45096,18,4,6,1,0.73,10,22548.0
35,Male,Employed,Current,142,1,347389,12,8,8,0,0.85,16,347389.0
30,Male,Employed,Current,87,1,112496,22,6,11,0,0.72,17,112496.0
40,Male,Employed,Fixed Deposit,141,3,216976,15,16,7,0,0.8,23,72325.33
27,Male,Self-employed,Current,118,2,85880,15,13,7,0,0.66,20,42940.0
32,Female,Employed,Fixed Deposit,156,1,32995,10,2,7,0,0.82,9,32995.0
46,Male,Employed,Current,95,3,1683,19,9,15,0,0.67,24,561.0
27,Male,Employed,Savings,45,3,21551,15,12,14,0,0.53,26,7183.67
21,Male,Self-employed,Fixed Deposit,75,1,81367,13,11,9,0,0.78,20,81367.0
22,Male,Employed,Fixed Deposit,33,4,1059229,16,5,10,0,0.95,15,264807.25
40,Male,Self-employed,Fixed Deposit,69,3,16430,11,12,11,0,0.72,23,5476.67
42,Male,Employed,Savings,117,1,8685,17,5,9,0,0.94,14,8685.0
37,Male,Employed,Fixed Deposit,29,2,121161,16,8,13,0,0.76,21,60580.5
38,Male,Employed,Savings,65,4,71176,11,7,13,1,0.51,20,17794.0
40,Female,Self-employed,Savings,43,1,159337,13,8,11,0,0.91,19,159337.0
35,Male,Employed,Current,32,1,158060,11,6,15,1,0.94,21,158060.0
39,Male,Employed,Savings,124,3,147805,15,11,16,0,0.9,27,49268.33
33,Male,Self-employed,Savings,135,1,89604,13,6,11,0,0.58,17,89604.0
23,Male,Employed,Fixed Deposit,139,1,101198,12,12,7,0,0.81,19,101198.0
40,Female,Employed,Savings,74,1,211038,10,13,13,0,0.92,26,211038.0
45,Male,Unemployed,Current,17,1,640511,12,7,4,0,0.6,11,640511.0
43,Female,Employed,Savings,21,3,159153,13,3,12,0,0.77,15,53051.0
49,Female,Employed,Savings,46,3,150258,16,6,13,0,0.58,19,50086.0
47,Female,Self-employed,Fixed Deposit,80,1,358283,12,4,9,0,0.91,13,358283.0
44,Female,Employed,Savings,101,1,101741,19,10,13,0,0.79,23,101741.0
20,Male,Self-employed,Savings,150,1,117397,14,8,10,1,0.57,18,117397.0
38,Female,Employed,Savings,99,3,26227,12,9,13,1,0.78,22,8742.33
27,Male,Employed,Savings,144,3,50119,16,4,12,1,0.66,16,16706.33
23,Female,Employed,Current,109,3,38801,10,8,11,0,0.86,19,12933.67
50,Female,Employed,Current,177,2,49234,25,5,11,1,0.87,16,24617.0
22,Female,Unemployed,Savings,68,2,215344,12,9,9,0,0.98,18,107672.0
31,Male,Employed,Savings,140,2,174390,18,7,8,0,0.51,15,87195.0
24,Male,Employed,Savings,17,3,134903,23,9,16,1,0.87,25,44967.67
31,Female,Self-employed,Savings,130,1,224524,17,5,8,0,0.83,13,224524.0
23,Female,Unemployed,Fixed Deposit,159,2,49797,20,17,11,0,0.62,28,24898.5
46,Male,Employed,Savings,157,2,70087,14,9,6,1,0.8,15,35043.5
60,Male,Employed,Current,79,1,77928,13,12,14,0,0.98,26,77928.0
33,Male,Unemployed,Current,22,2,66910,17,3,9,0,0.54,12,33455.0
30,Male,Employed,Savings,145,4,499850,16,7,12,0,0.62,19,124962.5
23,Male,Self-employed,Savings,42,3,91588,13,12,13,0,0.82,25,30529.33
47,Female,Self-employed,Savings,139,2,183798,11,4,12,0,0.98,16,91899.0
47,Male,Employed,Savings,153,3,142892,14,7,9,0,0.95,16,47630.67
36,Female,Employed,Savings,19,3,92244,14,11,8,1,0.86,19,30748.0
36,Female,Employed,Savings,39,1,112150,15,6,12,1,0.96,18,112150.0
34,Male,Employed,Fixed Deposit,165,3,160978,15,6,7,0,0.85,13,53659.33
31,Female,Employed,Savings,57,3,141791,16,5,14,0,0.78,19,47263.67
51,Male,Employed,Savings,86,1,57273,13,8,10,0,0.87,18,57273.0
40,Male,Self-employed,Current,169,2,7414,10,8,9,0,0.64,17,3707.0
21,Female,Employed,Savings,64,1,79809,21,7,4,0,0.89,11,79809.0
52,Male,Employed,Savings,63,2,187755,14,9,12,0,0.89,21,93877.5
29,Female,Self-employed,Savings,33,1,453495,15,12,9,0,0.69,21,453495.0
35,Female,Self-employed,Savings,161,3,209811,16,6,12,0,0.99,18,69937.0
47,Male,Employed,Savings,101,1,432205,9,8,9,0,0.58,17,432205.0
26,Female,Employed,Fixed Deposit,99,2,564840,11,5,4,1,0.58,9,282420.0
29,Female,Employed,Savings,13,3,102119,18,12,7,1,0.68,19,34039.67
40,Female,Unemployed,Current,129,2,88061,19,4,7,0,0.83,11,44030.5
44,Male,Employed,Current,133,1,15332,12,7,9,0,0.57,16,15332.0
35,Male,Self-employed,Savings,79,3,16968,16,3,17,0,0.74,20,5656.0
47,Female,Self-employed,Savings,115,1,109963,14,8,5,1,0.76,13,109963.0
40,Female,Self-employed,Current,96,1,542016,21,8,11,1,0.79,19,542016.0
53,Female,Self-employed,Savings,114,1,78585,12,9,7,0,0.94,16,78585.0
33,Male,Employed,Savings,155,2,43571,22,5,5,0,0.5,10,21785.5
32,Female,Employed,Current,122,3,277586,18,5,15,0,0.98,20,92528.67
48,Female,Self-employed,Savings,65,1,74546,11,5,7,0,0.83,12,74546.0
27,Male,Employed,Current,21,2,291604,21,8,12,0,0.77,20,145802.0
52,Female,Employed,Savings,84,2,413938,14,5,10,0,0.76,15,206969.0
34,Female,Self-employed,Savings,85,2,25496,14,4,22,0,0.89,26,12748.0
18,Female,Employed,Current,91,2,85404,15,11,6,0,0.74,17,42702.0
29,Male,Employed,Current,59,2,175902,20,6,6,0,0.93,12,87951.0
36,Female,Employed,Current,43,2,172774,19,7,9,0,0.81,16,86387.0
24,Male,Self-employed,Savings,46,1,7111,19,9,17,0,0.76,26,7111.0
45,Male,Employed,Current,167,1,197511,17,12,7,1,0.95,19,197511.0
42,Male,Self-employed,Savings,145,2,364909,22,8,8,0,0.68,16,182454.5
35,Male,Employed,Savings,20,1,794436,14,6,6,0,0.54,12,794436.0
33,Female,Self-employed,Savings,134,2,76775,14,9,15,0,0.99,24,38387.5
43,Male,Unemployed,Savings,167,1,185790,18,5,8,0,0.83,13,185790.0
31,Female,Self-employed,Savings,97,3,140003,12,6,13,0,0.61,19,46667.67
37,Male,Self-employed,Savings,63,1,610457,17,8,15,1,0.8,23,610457.0
50,Female,Employed,Savings,21,1,91528,12,7,19,0,0.76,26,91528.0
43,Female,Employed,Savings,108,1,379607,12,8,5,0,0.77,13,379607.0
36,Female,Unemployed,Current,34,2,55319,12,5,11,0,0.99,16,27659.5
32,Male,Employed,Current,165,1,107246,10,7,7,0,0.51,14,107246.0
18,Female,Employed,Savings,62,1,11696,9,9,9,0,0.6,18,11696.0
30,Female,Employed,Savings,139,1,6490,13,7,11,1,0.77,18,6490.0
38,Male,Employed,Current,124,3,14378,15,14,12,0,0.52,26,4792.67
43,Male,Self-employed,Savings,75,1,297635,13,11,10,1,0.82,21,297635.0
42,Female,Self-employed,Savings,49,1,189897,15,5,9,0,0.77,14,189897.0
35,Female,Employed,Current,149,4,111005,13,5,11,0,0.72,16,27751.25
40,Male,Employed,Current,72,2,6115,29,6,13,0,0.51,19,3057.5
28,Male,Employed,Savings,59,3,91109,17,11,10,1,0.71,21,30369.67
31,Male,Employed,Current,34,1,133116,16,6,10,0,0.62,16,133116.0
39,Male,Employed,Current,63,1,574628,24,12,15,0,0.83,27,574628.0
40,Female,Self-employed,Savings,52,1,57383,12,10,16,0,0.93,26,57383.0
47,Male,Employed,Current,159,2,728948,18,10,13,0,0.8,23,364474.0
30,Female,Employed,Savings,124,1,83789,19,13,11,0,0.57,24,83789.0
42,Female,Self-employed,Savings,60,1,54623,14,16,14,0,0.73,30,54623.0
30,Male,Unemployed,Savings,142,2,73247,17,5,7,1,0.85,12,36623.5
44,Male,Employed,Savings,38,1,102409,17,9,16,0,0.69,25,102409.0
39,Male,Self-employed,Current,114,3,186236,17,9,10,0,0.98,19,62078.67
35,Female,Self-employed,Savings,118,2,88517,15,8,9,0,0.74,17,44258.5
23,Female,Employed,Savings,151,2,564460,24,4,13,0,0.53,17,282230.0
32,Female,Self-employed,Current,60,1,20415,16,11,14,0,0.66,25,20415.0
44,Female,Self-employed,Savings,179,2,779948,7,10,9,0,0.75,19,389974.0
38,Female,Self-employed,Fixed Deposit,73,1,38776,11,5,5,0,0.66,10,38776.0
34,Female,Employed,Savings,16,2,907310,14,9,8,0,0.78,17,453655.0
33,Female,Employed,Savings,160,4,40456,13,3,10,0,0.85,13,10114.0
52,Female,Self-employed,Savings,108,2,293975,15,6,12,0,0.85,18,146987.5
34,Female,Self-employed,Savings,33,1,151065,5,11,4,0,0.87,15,151065.0
43,Male,Self-employed,Savings,167,2,14687,13,6,14,1,0.58,20,7343.5
21,Male,Employed,Current,97,4,61682,16,7,9,0,0.54,16,15420.5
47,Male,Employed,Savings,35,4,196298,16,9,10,0,0.73,19,49074.5
38,Female,Employed,Current,13,2,215383,14,6,9,0,0.92,15,107691.5
34,Male,Self-employed,Savings,164,4,38672,18,8,10,0,0.81,18,9668.0
25,Male,Employed,Current,14,2,263211,13,10,5,0,0.94,15,131605.5
35,Female,Employed,Savings,127,4,179920,19,10,4,0,0.64,14,44980.0
30,Male,Employed,Savings,93,2,345820,13,10,12,0,0.69,22,172910.0
36,Male,Employed,Savings,74,1,13603,18,10,13,0,0.77,23,13603.0
28,Male,Employed,Savings,61,3,39238,14,9,10,0,0.9,19,13079.33
36,Female,Unemployed,Savings,87,1,51986,11,8,5,0,0.89,13,51986.0
42,Female,Employed,Current,130,1,70207,19,11,9,2,0.51,20,70207.0
28,Female,Employed,Savings,165,1,23398,11,11,12,0,0.51,23,23398.0
47,Male,Self-employed,Fixed Deposit,169,2,71548,17,5,9,1,0.54,14,35774.0
35,Female,Self-employed,Savings,95,2,116745,11,7,7,1,0.71,14,58372.5
31,Male,Employed,Fixed Deposit,100,1,7000,14,9,9,0,0.95,18,7000.0
36,Female,Employed,Savings,44,1,62448,22,5,9,0,0.83,14,62448.0
38,Female,Unemployed,Savings,152,4,140561,17,9,7,0,0.78,16,35140.25
41,Female,Employed,Savings,21,2,66454,20,10,13,0,0.95,23,33227.0
22,Male,Employed,Fixed Deposit,121,2,80525,13,7,9,0,0.67,16,40262.5
45,Male,Employed,Savings,67,3,69277,21,4,9,2,0.57,13,23092.33
39,Female,Employed,Savings,66,2,370479,16,10,21,0,0.98,31,185239.5
23,Male,Employed,Savings,13,2,30676,15,14,16,0,0.76,30,15338.0
41,Female,Self-employed,Current,20,2,352190,13,10,13,0,0.74,23,176095.0
32,Female,Employed,Savings,128,2,208692,16,8,10,0,0.84,18,104346.0
20,Male,Employed,Current,121,4,250103,16,13,14,0,0.95,27,62525.75
51,Female,Employed,Savings,120,2,207539,16,11,11,0,0.52,22,103769.5
30,Female,Self-employed,Fixed Deposit,76,1,13720,12,5,10,0,0.58,15,13720.0
46,Male,Employed,Savings,88,2,193856,11,6,9,0,0.57,15,96928.0
19,Male,Self-employed,Savings,170,1,91040,21,8,11,1,0.71,19,91040.0
42,Female,Self-employed,Savings,167,1,7015,13,6,9,1,0.95,15,7015.0
30,Male,Employed,Current,121,2,231850,10,8,9,0,0.79,17,115925.0
33,Male,Employed,Current,14,1,104501,14,13,8,0,0.86,21,104501.0
39,Male,Self-employed,Current,62,1,3042,15,9,9,0,0.8,18,3042.0
34,Male,Employed,Current,32,3,14458,18,9,9,0,0.63,18,4819.33
38,Female,Self-employed,Fixed Deposit,96,2,192531,13,10,8,1,0.77,18,96265.5
25,Female,Employed,Current,17,4,28852,19,8,9,0,0.85,17,7213.0
34,Female,Self-employed,Savings,76,2,32968,11,11,9,0,0.85,20,16484.0
48,Female,Employed,Savings,143,2,94419,15,12,11,0,0.59,23,47209.5
42,Male,Employed,Savings,13,4,112400,16,8,9,1,0.67,17,28100.0
39,Male,Employed,Current,104,1,370777,16,8,5,0,0.96,13,370777.0
45,Female,Employed,Savings,15,4,138236,14,7,17,0,0.58,24,34559.0
23,Female,Employed,Savings,59,1,68021,17,8,8,1,0.92,16,68021.0
35,Female,Employed,Current,54,1,577890,12,8,8,1,0.52,16,577890.0
31,Female,Employed,Savings,110,2,28260,17,9,12,0,0.8,21,14130.0
34,Male,Employed,Savings,59,4,49275,12,8,14,0,0.53,22,12318.75
43,Male,Employed,Savings,136,1,107405,14,4,11,0,0.94,15,107405.0
40,Female,Employed,Current,101,4,41603,16,4,16,1,0.6,20,10400.75
41,Female,Employed,Current,18,2,350126,16,11,9,0,0.84,20,175063.0
44,Male,Employed,Savings,153,3,105802,11,7,8,0,0.79,15,35267.33
35,Female,Employed,Current,37,1,113835,15,4,7,1,0.55,11,113835.0
36,Female,Self-employed,Current,65,1,51537,14,5,5,0,0.51,10,51537.0
18,Male,Self-employed,Savings,15,4,200678,13,7,15,0,0.57,22,50169.5
24,Male,Employed,Savings,110,3,108723,18,11,13,0,0.66,24,36241.0
29,Female,Employed,Savings,38,2,135500,15,6,14,0,0.75,20,67750.0
40,Male,Unemployed,Savings,80,2,32850,20,7,18,1,0.63,25,16425.0
35,Male,Employed,Savings,167,1,353833,10,9,14,0,0.89,23,353833.0
36,Male,Self-employed,Current,49,2,291972,19,6,8,0,0.54,14,145986.0
34,Female,Employed,Savings,23,2,52247,17,8,9,0,0.65,17,26123.5
22,Male,Unemployed,Current,125,1,256434,22,12,10,0,0.6,22,256434.0
25,Female,Employed,Savings,29,1,116191,17,8,10,0,0.71,18,116191.0
18,Male,Self-employed,Current,19,1,126522,10,9,8,0,0.93,17,126522.0
32,Female,Employed,Savings,90,2,66118,21,8,7,0,1.0,15,33059.0
42,Female,Employed,Current,31,4,215997,7,13,11,0,0.94,24,53999.25
69,Male,Employed,Savings,36,1,87983,9,9,8,1,0.78,17,87983.0
29,Female,Unemployed,Current,25,1,47451,19,14,9,1,0.95,23,47451.0
38,Female,Employed,Savings,145,3,40247,17,8,9,0,0.81,17,13415.67
29,Male,Unemployed,Savings,176,1,74936,16,9,6,0,0.97,15,74936.0
27,Male,Employed,Savings,82,1,58954,11,13,6,0,0.94,19,58954.0
26,Female,Employed,Savings,154,1,120930,17,2,13,0,0.91,15,120930.0
35,Female,Employed,Savings,65,2,21367,12,8,11,0,0.85,19,10683.5
56,Male,Employed,Savings,21,1,84974,14,12,10,0,0.61,22,84974.0
37,Female,Employed,Current,87,2,236020,12,10,8,0,0.68,18,118010.0
54,Female,Unemployed,Savings,122,2,102954,17,6,15,0,0.54,21,51477.0
18,Male,Employed,Fixed Deposit,135,1,60740,21,7,6,0,0.91,13,60740.0
46,Female,Employed,Savings,21,2,257326,6,9,5,1,0.82,14,128663.0
18,Male,Employed,Savings,81,1,629,7,9,8,1,0.53,17,629.0
44,Female,Unemployed,Current,165,1,138531,18,9,12,0,0.61,21,138531.0
36,Female,Employed,Current,49,2,161723,14,8,8,0,0.96,16,80861.5
39,Male,Self-employed,Current,95,1,204302,12,6,8,0,0.87,14,204302.0
38,Female,Self-employed,Fixed Deposit,141,2,202283,15,8,18,0,0.87,26,101141.5
45,Female,Employed,Savings,25,2,202341,17,8,10,0,0.87,18,101170.5
47,Male,Employed,Savings,77,3,221094,24,6,12,0,0.74,18,73698.0
48,Male,Employed,Savings,148,1,177664,17,12,12,0,0.87,24,177664.0
42,Male,Self-employed,Savings,61,1,565670,11,6,13,0,0.86,19,565670.0
21,Male,Unemployed,Savings,115,3,155552,8,3,3,0,0.74,6,51850.67
36,Female,Employed,Savings,63,2,33588,17,9,12,0,0.56,21,16794.0
49,Male,Employed,Savings,77,3,347972,17,3,11,0,0.93,14,115990.67
18,Male,Employed,Current,14,1,38582,14,10,13,0,0.75,23,38582.0
30,Female,Unemployed,Fixed Deposit,117,1,69864,17,6,9,1,0.53,15,69864.0
30,Male,Employed,Current,57,2,61831,15,4,9,0,0.72,13,30915.5
42,Female,Employed,Savings,108,1,168866,22,6,8,0,0.57,14,168866.0
59,Female,Self-employed,Savings,124,3,426491,15,10,4,0,0.6,14,142163.67
30,Male,Self-employed,Savings,40,1,89821,12,13,8,0,0.75,21,89821.0
40,Male,Employed,Savings,173,2,122585,17,11,4,0,0.56,15,61292.5
37,Female,Employed,Current,89,1,145485,19,3,3,0,0.87,6,145485.0
42,Male,Employed,Current,94,2,66375,6,10,8,0,0.95,18,33187.5
40,Male,Employed,Savings,134,3,147525,18,8,10,0,0.89,18,49175.0
35,Female,Employed,Current,35,4,85567,14,7,15,0,0.59,22,21391.75
30,Female,Self-employed,Current,62,2,60392,24,11,12,0,0.65,23,30196.0
38,Male,Self-employed,Fixed Deposit,53,2,84121,10,9,12,1,0.67,21,42060.5
39,Female,Employed,Savings,35,2,14673,11,6,5,1,0.73,11,7336.5
35,Male,Employed,Current,43,1,178211,17,8,16,0,0.66,24,178211.0
25,Female,Employed,Current,40,3,101714,16,5,9,0,0.87,14,33904.67
45,Female,Self-employed,Savings,31,2,435146,15,8,10,0,0.78,18,217573.0
42,Female,Employed,Fixed Deposit,81,1,212061,15,7,8,1,0.53,15,212061.0
34,Male,Self-employed,Savings,161,2,76355,24,10,9,0,0.68,19,38177.5
27,Male,Employed,Savings,101,4,247756,22,11,12,1,0.62,23,61939.0
56,Female,Employed,Savings,46,4,37988,13,7,13,0,0.62,20,9497.0
33,Female,Unemployed,Current,54,1,62712,16,12,8,0,0.98,20,62712.0
40,Female,Employed,Savings,153,1,47545,13,9,13,0,0.67,22,47545.0
18,Female,Employed,Current,124,3,6134,16,10,9,1,0.66,19,2044.67
43,Female,Employed,Savings,124,3,50733,10,11,11,0,0.59,22,16911.0
36,Female,Self-employed,Savings,171,2,16136,15,7,10,0,0.72,17,8068.0
54,Male,Self-employed,Current,18,2,406534,16,6,10,0,0.54,16,203267.0
18,Female,Employed,Current,123,3,511984,22,10,12,0,0.56,22,170661.33
36,Male,Self-employed,Fixed Deposit,157,2,69957,11,15,7,0,0.79,22,34978.5
43,Female,Employed,Fixed Deposit,70,1,16898,14,9,5,0,0.76,14,16898.0
38,Male,Employed,Savings,103,3,6067,12,7,18,1,0.65,25,2022.33
27,Female,Self-employed,Current,171,4,22076,19,6,11,0,0.97,17,5519.0
54,Male,Self-employed,Current,30,2,172531,18,6,6,1,0.64,12,86265.5
43,Female,Employed,Current,50,2,102141,19,5,16,1,0.59,21,51070.5
49,Male,Employed,Current,68,3,69794,17,7,5,0,0.79,12,23264.67
52,Female,Self-employed,Savings,44,1,83725,24,4,9,2,0.98,13,83725.0
18,Male,Employed,Current,143,3,12053,17,7,11,1,0.57,18,4017.67
45,Female,Employed,Savings,161,1,67964,7,8,8,0,0.6,16,67964.0
41,Female,Employed,Savings,133,4,103602,8,4,13,0,0.78,17,25900.5
31,Female,Unemployed,Savings,42,3,26988,11,12,5,0,0.51,17,8996.0
53,Male,Employed,Savings,157,4,179081,19,9,8,0,0.78,17,44770.25
19,Female,Employed,Savings,41,1,29549,15,8,12,0,0.77,20,29549.0
32,Male,Employed,Current,62,2,5824,10,11,15,0,0.88,26,2912.0
44,Male,Employed,Current,128,1,169974,15,6,8,1,0.72,14,169974.0
27,Female,Employed,Savings,16,3,29264,13,6,8,0,0.92,14,9754.67
33,Female,Employed,Current,115,1,229519,14,3,7,0,0.85,10,229519.0
23,Male,Employed,Savings,171,2,81351,14,6,8,0,0.8,14,40675.5
41,Female,Self-employed,Current,107,4,192455,17,11,2,0,0.99,13,48113.75
33,Female,Unemployed,Fixed Deposit,38,1,77749,16,11,7,1,0.95,18,77749.0
35,Female,Employed,Current,93,2,43872,6,8,13,0,0.71,21,21936.0
27,Male,Employed,Current,177,4,35978,21,6,8,0,0.67,14,8994.5
33,Male,Self-employed,Savings,42,2,593988,14,5,9,0,0.74,14,296994.0
36,Female,Employed,Savings,20,1,780610,18,9,6,0,0.88,15,780610.0
43,Male,Employed,Savings,131,1,48135,10,5,7,0,0.83,12,48135.0
35,Male,Employed,Savings,147,1,130504,14,5,8,0,0.79,13,130504.0
33,Male,Self-employed,Current,40,1,490820,19,9,6,0,0.89,15,490820.0
41,Female,Employed,Current,70,2,92219,9,6,7,0,0.71,13,46109.5
29,Male,Employed,Current,106,2,576579,11,10,6,0,0.55,16,288289.5
18,Female,Employed,Savings,104,3,178606,16,5,11,0,0.67,16,59535.33
47,Female,Employed,Current,78,1,112964,18,15,11,0,0.84,26,112964.0
38,Male,Employed,Savings,145,2,36854,19,4,7,0,0.77,11,18427.0
36,Male,Self-employed,Savings,62,1,46597,13,10,7,0,0.55,17,46597.0
18,Female,Self-employed,Savings,75,1,3876,11,5,12,0,0.8,17,3876.0
18,Female,Employed,Current,97,2,324009,18,11,11,0,0.54,22,162004.5
43,Female,Employed,Current,133,1,140978,16,4,11,0,0.73,15,140978.0
32,Male,Unemployed,Savings,142,2,182217,16,3,13,0,0.55,16,91108.5
33,Female,Employed,Fixed Deposit,174,2,661800,16,5,13,0,0.91,18,330900.0
27,Male,Self-employed,Fixed Deposit,100,3,327995,17,12,6,0,0.91,18,109331.67
34,Male,Employed,Savings,120,3,71178,11,11,5,1,0.79,16,23726.0
18,Male,Self-employed,Fixed Deposit,33,2,17433,10,7,18,1,0.56,25,8716.5
24,Male,Employed,Savings,24,1,869751,13,4,11,0,0.87,15,869751.0
55,Female,Self-employed,Savings,83,3,20629,16,7,11,0,0.51,18,6876.33
52,Female,Self-employed,Current,159,4,30446,18,12,21,0,0.8,33,7611.5
38,Male,Employed,Current,156,1,133951,21,6,10,2,0.77,16,133951.0
38,Male,Employed,Savings,116,2,50956,18,9,12,0,0.57,21,25478.0
46,Male,Unemployed,Savings,120,1,192662,16,10,11,0,0.81,21,192662.0
31,Male,Employed,Savings,139,3,113596,23,13,17,1,0.88,30,37865.33
34,Female,Self-employed,Fixed Deposit,68,3,12299,9,10,10,0,0.9,20,4099.67
56,Female,Unemployed,Savings,40,1,104622,14,6,12,0,0.66,18,104622.0
45,Female,Employed,Savings,46,1,566,16,4,15,0,0.78,19,566.0
34,Female,Employed,Current,154,3,65257,20,7,9,0,0.79,16,21752.33
56,Female,Employed,Current,50,2,55417,6,6,6,0,0.9,12,27708.5
46,Female,Employed,Savings,97,1,534744,13,8,10,0,0.83,18,534744.0
18,Male,Employed,Savings,27,2,17167,14,4,9,1,0.61,13,8583.5
